FOOD COMMODITY GROUP,FOOD COMMODITY TYPOLOGY,FOOD COMMODITY ITEM,Carbon footprint  (kg CO2 eq/kg or litre of food commodity),Type of source,Full Reference,Publication year,System Boundary  Distribution,Country,Region,Notes,Reported in other data summaries,Modification of original values 
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.705,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 2, Approval date 2015.11.16, valid 3 years.",2015,DC,ITALY,MEDITERRANEAN AREA,pan bauletto grano duro,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.711,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 2, Approval date 2015.11.16, valid 3 years.",2015,DC,ITALY,MEDITERRANEAN AREA,pan bauletto bianco,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.81,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla Pagnotta di grano duro e integrale, Registration number S-P-00322, Rev. 3, Approval date 2015.11.12, valid 3 years.",2015,DC,ITALY,MEDITERRANEAN AREA,pagnotta di grano duro,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.821,JOURNAL,"Jensen, J.K., J.S. Arlbjorn. Product carbon footprint of rye bread, J Clean Prod 82:45-57, 2014.",2014,RDC,DENMARK,N EUROPE,rye bread,BCFN (double pyramid 2016),P+T
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.84,LCA DATABASE,"LCA Food, viewed on June 2019 <www.LCAfood.dk>",2010,RETAILER,DENMARK,N EUROPE,"rools, rye bread fresh -bakery",this study,P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.847,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 3, Approval date 2018.11.07, valid 3 years.",2018,DC,ITALY,MEDITERRANEAN AREA,pan bauletto bianco,this study,-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.858,EPD,"Barilla. Environmental Product Declaration of Extra Moelleux, Registration number S-P-00328, Rev.1, Approval date 2012.10.29, valid 3 years.",2012,DC,FRANCE,N EUROPE,extra moelleux,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.865,JOURNAL,"Andersson, K., T. Ohlsson. Life Cycle Assessment of Bread Produced on Different Scale, Int J LCA 4(1):25â40, 1999.",1999,DC,SWEDEN,N EUROPE,bread,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.885,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla Pagnotta di grano duro e integrale, Registration number S-P-00322, Rev. 4, Approval date 2018.10.12, valid 3 years.",2018,DC,ITALY,MEDITERRANEAN AREA,pagnotta di grano duro,this study,-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.89,JOURNAL,"Michaelowa, A., B. Dransfeldb. Greenhouse gas benefits of fighting obesity, Ecol Econ 66:298-308, 2008.",2008,RETAILER,WORLD ESTIMATE,WORLD,bread,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.89,LCA DATABASE,"LCA Food, viewed on June 2019 <www.LCAfood.dk>",2010,RETAILER,DENMARK,N EUROPE,wheat bread fresh - retail,this study,P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.941,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 3, Approval date 2018.11.07, valid 3 years.",2018,DC,ITALY,MEDITERRANEAN AREA,pan bauletto grano duro,this study,-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.956,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 1, Approval date 2012.10.29, valid 3 years.",2012,DC,ITALY,MEDITERRANEAN AREA,pan bauletto bianco,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.958,JOURNAL,"Kulak, M., T. Nemecek, E. Frossard, V. Chable, G. Gaillard. Life cycle assessment of bread from several alternative food networks in Europe, J Clean Prod 90:104-113, 2015.",2015,DC,FRANCE,N EUROPE,bread,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.98,JOURNAL,"Michaelowa, A., B. Dransfeldb. Greenhouse gas benefits of fighting obesity, Ecol Econ 66:298-308, 2008.",2008,RETAILER,WORLD ESTIMATE,WORLD,rolls,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.98,LCA DATABASE,"LCA Food, viewed on June 2019 <www.LCAfood.dk>",2010,RETAILER,DENMARK,N EUROPE,rolls fresh - retail,this study,P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.995,JOURNAL,"Kulak, M., T. Nemecek, E. Frossard, V. Chable, G. Gaillard. Life cycle assessment of bread from several alternative food networks in Europe, J Clean Prod 90:104-113, 2015.",2015,DC,FRANCE,N EUROPE,bread,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.026,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al PancarrÃ¨, Registration number S-P-00323, Rev. 1, Approval date 2012.12.06, valid 3 years.",2012,DC,ITALY,MEDITERRANEAN AREA,pan carre',BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.065,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 1, Approval date 2012.10.29, valid 3 years.",2012,DC,ITALY,MEDITERRANEAN AREA,pan bauletto grano duro,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.25,LCA DATABASE,"LCA Food, viewed on June 2019 <www.LCAfood.dk>",2010,RETAILER,DENMARK,N EUROPE,wheat bread frozen - retail,this study,P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.303,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla Pagnotta di grano duro, Registration number S-P-00322, Rev. 1, Approval date 2012.10.29, valid 3 years.",2012,DC,ITALY,MEDITERRANEAN AREA,pagnotta di grano duro,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.306,JOURNAL,"Espinoza-Orias, N., H. Stichnothe, A. Azapagic. The carbon footprint of bread, Int J LCA 16:351â365, 2011.",2011,DC,UK,N EUROPE,bread,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.32,JOURNAL,"Kulak, M., T. Nemecek, E. Frossard, V. Chable, G. Gaillard. Life cycle assessment of bread from several alternative food networks in Europe, J Clean Prod 90:104-113, 2015.",2015,DC,PORTUGAL,MEDITERRANEAN AREA,bread,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.34,JOURNAL,"Espinoza-Orias, N., H. Stichnothe, A. Azapagic. The carbon footprint of bread, Int J LCA 16:351â365, 2011.",2011,DC,UK,N EUROPE,bread,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.399,JOURNAL,"Espinoza-Orias, N., H. Stichnothe, A. Azapagic. The carbon footprint of bread, Int J LCA 16:351â365, 2011.",2011,DC,UK,N EUROPE,bread,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.4,JOURNAL,"Berners-Lee, M., C. Hoolohan, H. Cammack, C.N. Hewitt. The relative greenhouse gas impacts of realistic dietary choices, Energ Policy 43:184â190, 2012.",2012,RDC,UK,N EUROPE,bread,BCFN (double pyramid 2016),P+T
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.479,JOURNAL,"Kulak, M., T. Nemecek, E. Frossard, V. Chable, G. Gaillard. Life cycle assessment of bread from several alternative food networks in Europe, J Clean Prod 90:104-113, 2015.",2015,DC,SPAIN,MEDITERRANEAN AREA,bread,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.519,EPD,"Barilla. Environmental Product Declaration of Brioche TranchÃ©e, Registration number S-P-00327, Rev.2, Approval date 2014.12.05, valid 3 years.",2014,DC,FRANCE,N EUROPE,brioche tranchã©e,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.536,EPD,"Barilla. Environmental Product Declaration of Brioche TranchÃ©e, Registration number S-P-00327, Rev.3, Approval date 2016.04.20, valid 3 years.",2016,DC,FRANCE,N EUROPE,brioche tranchã©e,this study,-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.566,JOURNAL,"Kulak, M., T. Nemecek, E. Frossard, V. Chable, G. Gaillard. Life cycle assessment of bread from several alternative food networks in Europe, J Clean Prod 90:104-113, 2015.",2015,DC,ITALY,MEDITERRANEAN AREA,bread,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.579,EPD,"Barilla. Environmental Product Declaration of Brioche TranchÃ©e, Registration number S-P-00327, Rev.1, Approval date 2012.10.29, valid 3 years.",2012,DC,FRANCE,N EUROPE,brioche tranchã©e,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.811,JOURNAL,"Kulak, M., T. Nemecek, E. Frossard, V. Chable, G. Gaillard. Life cycle assessment of bread from several alternative food networks in Europe, J Clean Prod 90:104-113, 2015.",2015,DC,PORTUGAL,MEDITERRANEAN AREA,rye bread,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,2.382,JOURNAL,"Kulak, M., T. Nemecek, E. Frossard, V. Chable, G. Gaillard. Life cycle assessment of bread from several alternative food networks in Europe, J Clean Prod 90:104-113, 2015.",2015,DC,FRANCE,N EUROPE,bread,BCFN (double pyramid 2016),P
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.529,EPD,"Barilla. Environmental Product Declaration of American Sandwich Nature, Registration number S-P-00326, Rev. 3, Approval date 2016.04.12, valid 3 years.",2016,DC,FRANCE,N EUROPE,american sandwich complet,this study,-
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.548,EPD,"Barilla. Environmental Product Declaration of American Sandwich Complet, Registration number S-P-00325, Rev. 2, Approval date 2014.12.05, valid 3 years.",2014,DC,FRANCE,N EUROPE,american sandwich complet,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.614,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 2, Approval date 2015.11.16, valid 3 years.",2015,DC,ITALY,MEDITERRANEAN AREA,pan bauletto integrale,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.7,EPD,"Barilla. Environmental Product Declaration of 100% Mie Nature, Registration number S-P-00487, Rev. 2, Approval date 2018.03.05, valid 3 years.",2018,DC,FRANCE,N EUROPE,100% mie nature,this study,-
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.742,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla Pagnotta di grano duro e integrale, Registration number S-P-00322, Rev. 3, Approval date 2015.11.12, valid 3 years.",2015,DC,ITALY,MEDITERRANEAN AREA,pagnotta integrale,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.766,EPD,"Barilla. Environmental Product Declaration of American Sandwich Complet, Registration number S-P-00325, Rev. 1, Approval date 2012.10.29, valid 3 years.",2012,DC 560 Km by truck,FRANCE,N EUROPE,american sandwich complet,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.779,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata alla Pagnotta di grano duro e integrale, Registration number S-P-00322, Rev. 4, Approval date 2018.10.12, valid 3 years.",2018,DC,ITALY,MEDITERRANEAN AREA,pagnotta integrale,this study,-
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.844,EPD,"Barilla. Environmental Product Declaration of 100% Mie Nature, Registration number S-P-00487, Rev. 1, Approval date 2014.12.05, valid 3 years.",2014,DC max 400Km prom production plant,FRANCE,N EUROPE,100% mie nature,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.894,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 3, Approval date 2018.11.07, valid 3 years.",2018,DC,ITALY,MEDITERRANEAN AREA,pan bauletto fior di fibra,this study,-
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.913,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 3, Approval date 2018.11.07, valid 3 years.",2018,DC,ITALY,MEDITERRANEAN AREA,pan bauletto integrale,this study,-
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,1.012,EPD,"Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 1, Approval date 2012.10.29, valid 3 years.",2012,DC,ITALY,MEDITERRANEAN AREA,pan bauletto integrale,BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,BREAD FROZEN,ROLLS (F),1.31,LCA DATABASE,"LCA Food, viewed on June 2019 <www.LCAfood.dk>",2010,EX RETAIL,DENMARK,N EUROPE,rolls frozen - retail,this study,P
AGRICULTURAL PROCESSED,BREAKFAST CEREALS,CORNFLAKES,2.64,JOURNAL,"Jeswani, H. K., Burkinshaw, R., & Azapagic, A. (2015). Environmental sustainability issues in the foodâenergyâwater nexus: Breakfast cereals and snacks. Sustainable Production and Consumption, 2, 17-28.",2015,DC,EUROPE,EUROPE,average of kellogg's cereal breakfast,this study,-
AGRICULTURAL PROCESSED,CHOCOLATE,DARK CHOCOLATE,2.49,JOURNAL,"Neira, D. P. (2016). Energy sustainability of Ecuadorian cacao export and its contribution to climate change. A case study through product life cycle assessment. Journal of Cleaner Production, 112, 2560-2568.",2016,EXPORT RETAIL,ECUADOR,S AMERICA,100% dark chocolate,this study,-
AGRICULTURAL PROCESSED,CHOCOLATE,DARK CHOCOLATE,2.71,JOURNAL,"Recanati, F., Marveggio, D., & Dotelli, G. (2018). From beans to bar: A life cycle assessment towards sustainable chocolate supply chain. Science of the Total Environment, 613â614, 1013â1023.",2018,RDC,ITALY,MEDITERRANEAN AREA,100% dark chocolate,this study,T
AGRICULTURAL PROCESSED,CHOCOLATE,DARK CHOCOLATE,2.82,JOURNAL,"Neira, D. P. (2016). Energy sustainability of Ecuadorian cacao export and its contribution to climate change. A case study through product life cycle assessment. Journal of Cleaner Production, 112, 2560-2568.",2016,EXPORT RETAIL,ECUADOR,S AMERICA,100% dark chocolate,this study,-
AGRICULTURAL PROCESSED,CHOCOLATE,MILK CHOCOLATE,3.6,REPORT,"BÃ¼sser, S., N. Jungbluth. LCA of Chocolate Packed in Aluminium Foil Based Packaging, ESU-services Ltd. Uster, Switzerland. Commissioned by German Aluminium Association (GDA) in cooperation with European Aluminium Foil Association (EAFA), DÃ¼sseldorf, Germany, 2009.",2009,IMPORTED FROM EUROPE,EUROPE,EUROPE,"moulded milk chocolate,",BCFN (double pyramid 2016),-
AGRICULTURAL PROCESSED,COFFEE GROUND & PARCHMENT,COFFEE GROUND,4.82,JOURNAL,"Killian, B., Rivera, L., Soto, M., & Navichoc, D. (2013). Carbon footprint across the coffee supply chain: the case of Costa Rican coffee. Journal of Agricultural Science and Technology. B, 3(3B), 151.",2013,"IMPORTED TO EUROPE, wholesaler",COSTA RICA,C AMERICA,"note green/ground ratio: 1,34",this study,-
AGRICULTURAL PROCESSED,COFFEE GROUND & PARCHMENT,COFFEE GROUND,4.82,JOURNAL,"Killian, B., Rivera, L., Soto, M., & Navichoc, D. (2013). Carbon footprint across the coffee supply chain: the case of Costa Rican coffee. Journal of Agricultural Science and Technology. B, 3(3B), 151.",2013,"IMPORTED TO EUROPE, wholesaler",EUROPE,EUROPE,"note green/ground ratio: 1,34",this study,-
AGRICULTURAL PROCESSED,COFFEE GROUND & PARCHMENT,COFFEE GROUND,5.439,EPD,"Tchibo, G. (2008). Product Carbon Footprint of one cup of Privat Kaffee Rarity Machare from Tchibo Consultado 8 Nov. 2011.",2008,IMPORTED FROM DENMARK,TANZANIA,AFRICA,-,this study,-
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,6.34,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,MEXICO,C AMERICA,agroforestry,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,7.44,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,MEXICO,C AMERICA,agroforestry,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,9.14,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,MEXICO,C AMERICA,monoculture,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,10.94,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,MEXICO,C AMERICA,monoculture,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,6.34,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,GUATEMALA,C AMERICA,agroforestry,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,7.44,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,GUATEMALA,C AMERICA,agroforestry,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,9.14,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,GUATEMALA,C AMERICA,monoculture,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,10.94,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,GUATEMALA,C AMERICA,monoculture,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,6.34,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,NICARAGUA,C AMERICA,agroforestry,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,7.44,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,NICARAGUA,C AMERICA,agroforestry,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,9.14,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,NICARAGUA,C AMERICA,monoculture,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,10.94,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,NICARAGUA,C AMERICA,monoculture,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,6.34,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,EL SALVADOR,C AMERICA,agroforestry,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,7.44,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,EL SALVADOR,C AMERICA,agroforestry,this study,P+T
AGRICULTURAL PROCESSED,AGRICULTURAL PROCESSED,COFFEE PARCHMENT,9.14,JOURNAL,"Van Rikxoort, H., Schroth, G., LÃ¤derach, P., & RodrÃ­guez-SÃ¡nchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.",2014,RDC,EL SALVADOR,C AMERICA,monoculture,this study,P+T
